Campana;Etapa_Pago;Fecha;Archivo_Origen;Carpeta;Tabaco;Clase;Porcentaje;Adelanto_1;Adelanto_2;Incremento;Precio_Total_Acumulado;Comprador;Vendedor;Adelanto_1_USD;Adelanto_2_USD;Incremento_USD;Precio_Total_Acumulado_USD
2011-2012;Resolución / Anexo General;1995-09-15;000001-Resolución Nº 36-2012.pdf;Campana_2011-2012;VIRGINIA;T;2;0.718;;;0.718;3.904;3.955;0.18154235145385586;;;0.18154235145385586
2011-2012;Resolución / Anexo General;1995-09-15;000001-Resolución Nº 36-2012.pdf;Campana_2011-2012;VIRGINIA;70;83;0.663;;;0.663;3.904;3.955;0.16763590391908975;;;0.16763590391908975
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 160-2005.pdf;Campana_2004-2005;VIRGINIA;49;2;0.498;0.426;;0.426;3.904;3.955;0.1259165613147914;0.10771175726927938;;0.10771175726927938
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 160-2005.pdf;Campana_2004-2005;VIRGINIA;B3;71;0.486;0.408;0.21;0.24;3.904;3.955;0.12288242730720607;0.10316055625790138;0.05309734513274336;0.0606826801517067
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 160-2005.pdf;Campana_2004-2005;VIRGINIA;54;6;0.468;0.288;0.318;0.51;3.904;3.955;0.11833122629582807;0.07281921618204804;0.08040455120101138;0.12895069532237674
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 160-2005.pdf;Campana_2004-2005;VIRGINIA;43;2;0.288;0.444;0.366;0.216;3.904;3.955;0.07281921618204804;0.1122629582806574;0.09254108723135271;0.05461441213653603
2004-2005;Incremento FET;2004-12-27;000003-Resolución Nº 486-2005.pdf;Campana_2004-2005;VIRGINIA;10;2;0.09;;;0.09;3.904;3.955;0.022756005056890013;;;0.022756005056890013
2004-2005;Incremento FET;2004-12-27;000003-Resolución Nº 486-2005.pdf;Campana_2004-2005;VIRGINIA;28;8;0.258;0.3;0.222;0.234;3.904;3.955;0.0652338811630847;0.07585335018963336;0.0561314791403287;0.059165613147914034
2004-2005;Incremento FET;2004-12-27;000003-Resolución Nº 486-2005.pdf;Campana_2004-2005;VIRGINIA;35;4;0.234;0.36;0.288;0.162;3.904;3.955;0.059165613147914034;0.09102402022756005;0.07281921618204804;0.040960809102402025
2004-2005;Incremento FET;2004-12-27;000003-Resolución Nº 486-2005.pdf;Campana_2004-2005;VIRGINIA;28;8;0.444;0.366;0.366;0.216;3.904;3.955;0.1122629582806574;0.09254108723135271;0.09254108723135271;0.05461441213653603
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 165-2005.pdf;Campana_2004-2005;BURLEY;10;8;0.09;;;0.09;3.904;3.955;0.022756005056890013;;;0.022756005056890013
2004-2005;Incremento FET;2004-12-27;000003-Resolución Nº 486-2005.pdf;Campana_2004-2005;VIRGINIA;48;6;0.408;0.21;0.24;0.546;3.904;3.955;0.10316055625790138;0.05309734513274336;0.0606826801517067;0.13805309734513274
2004-2005;Incremento FET;2004-12-27;000003-Resolución Nº 486-2005.pdf;Campana_2004-2005;VIRGINIA;49;2;0.498;0.426;;0.426;3.904;3.955;0.1259165613147914;0.10771175726927938;;0.10771175726927938
2004-2005;Incremento FET;2004-12-27;000003-Resolución Nº 486-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 165-2005.pdf;Campana_2004-2005;BURLEY;16;2;0.263;0.281;0.133;0.036;3.904;3.955;0.06649810366624526;0.07104930467762327;0.033628318584070796;0.009102402022756004
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 160-2005.pdf;Campana_2004-2005;VIRGINIA;61;36;0.45;0.384;0.234;0.264;3.904;3.955;0.11378002528445007;0.09709228824273072;0.059165613147914034;0.06675094816687738
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 160-2005.pdf;Campana_2004-2005;VIRGINIA;42;6;0.354;0.234;0.36;0.288;3.904;3.955;0.08950695322376738;0.059165613147914034;0.09102402022756005;0.07281921618204804
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 160-2005.pdf;Campana_2004-2005;VIRGINIA;17;15;0.12;0.12;0.12;0.09;3.904;3.955;0.03034134007585335;0.03034134007585335;0.03034134007585335;0.022756005056890013
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 160-2005.pdf;Campana_2004-2005;VIRGINIA;10;2;0.102;0.09;;0.09;3.904;3.955;0.025790139064475345;0.022756005056890013;;0.022756005056890013
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 160-2005.pdf;Campana_2004-2005;VIRGINIA;95;80;0.63;0.57;0.57;0.48;3.904;3.955;0.1592920353982301;0.1441213653603034;0.1441213653603034;0.1213653603034134
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 165-2005.pdf;Campana_2004-2005;BURLEY;28;8;0.324;0.342;0.36;0.299;3.904;3.955;0.08192161820480405;0.08647281921618205;0.09102402022756005;0.07560050568900126
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 165-2005.pdf;Campana_2004-2005;BURLEY;34;6;0.27;0.32;0.252;0.288;3.904;3.955;0.06826801517067003;0.08091024020227561;0.06371681415929203;0.07281921618204804
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 165-2005.pdf;Campana_2004-2005;BURLEY;31;3;0.331;0.263;0.31;0.234;3.904;3.955;0.08369152970922883;0.06649810366624526;0.07838179519595449;0.059165613147914034
2004-2005;Incremento FET;2004-12-27;000002-Resolución Nº 165-2005.pdf;Campana_2004-2005;BURLEY;28;4;0.119;0.205;0.252;0.148;3.904;3.955;0.03008849557522124;0.051833122629582805;0.06371681415929203;0.03742098609355246
2004-2005;Incremento FET;2004-12-27;000003-Resolución Nº 486-2005.pdf;Campana_2004-2005;VIRGINIA;46;8;0.288;0.318;0.51;0.432;3.904;3.955;0.07281921618204804;0.08040455120101138;0.12895069532237674;0.10922882427307205
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 76-2005.pdf;Campana_2004-2005;BURLEY;02;1;0.018;;;0.018;3.904;3.955;0.004551201011378002;;;0.004551201011378002
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 76-2005.pdf;Campana_2004-2005;BURLEY;03;2;0.051;0.055;0.026;0.007;3.904;3.955;0.012895069532237673;0.01390644753476612;0.006573957016434892;0.0017699115044247787
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;03;8;0.059;0.049;0.049;0.029;3.904;3.955;0.014917825537294562;0.012389380530973451;0.012389380530973451;0.0073324905183312266
2004-2005;Incremento FET;2004-12-27;000004-Resolución Nº 655-2005.pdf;Campana_2004-2005;VIRGINIA;03;4;0.03;;;0.03;3.904;3.955;0.007585335018963337;;;0.007585335018963337
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;07;2;0.062;0.08;0.07;0.075;3.904;3.955;0.015676359039190898;0.020227560050568902;0.017699115044247787;0.01896333754740834
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;06;6;0.066;0.057;;0.057;3.904;3.955;0.016687737041719344;0.014412136536030342;;0.014412136536030342
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;06;5;0.054;0.028;0.032;0.073;3.904;3.955;0.013653603034134007;0.007079646017699115;0.00809102402022756;0.01845764854614412
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;06;2;0.038;0.042;0.068;0.058;3.904;3.955;0.009608091024020228;0.010619469026548672;0.017193426042983566;0.014664981036662453
2004-2005;Incremento FET;2004-12-27;000004-Resolución Nº 655-2005.pdf;Campana_2004-2005;VIRGINIA;09;6;0.086;0.1;0.074;0.078;3.904;3.955;0.021744627054361566;0.025284450063211127;0.01871049304677623;0.019721871049304677
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;04;7;0.031;;;0.031;3.904;3.955;0.007838179519595449;;;0.007838179519595449
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;04;8;0.038;0.022;;0.022;3.904;3.955;0.009608091024020228;0.005562579013906447;;0.005562579013906447
2004-2005;Incremento FET;2004-12-27;000004-Resolución Nº 655-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;01;6;0.016;0.016;0.012;0.014;3.904;3.955;0.00404551201011378;0.00404551201011378;0.003034134007585335;0.0035398230088495575
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;01;4;0.012;;;0.012;3.904;3.955;0.003034134007585335;;;0.003034134007585335
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;17;15;0.084;0.076;0.076;0.064;3.904;3.955;0.021238938053097345;0.019216182048040455;0.019216182048040455;0.01618204804045512
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 76-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 76-2005.pdf;Campana_2004-2005;BURLEY;05;6;0.063;0.067;0.07;0.058;3.904;3.955;0.01592920353982301;0.016940581542351455;0.017699115044247787;0.014664981036662453
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 76-2005.pdf;Campana_2004-2005;BURLEY;06;7;0.053;0.062;0.049;0.056;3.904;3.955;0.013400758533501896;0.015676359039190898;0.012389380530973451;0.01415929203539823
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 76-2005.pdf;Campana_2004-2005;BURLEY;06;1;0.064;0.051;0.06;0.046;3.904;3.955;0.01618204804045512;0.012895069532237673;0.015170670037926675;0.011630847029077117
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 76-2005.pdf;Campana_2004-2005;BURLEY;05;5;0.023;0.04;0.049;0.029;3.904;3.955;0.005815423514538559;0.010113780025284451;0.012389380530973451;0.0073324905183312266
2004-2005;Incremento FET;2004-12-27;000005-Resolución Nº 73-2005.pdf;Campana_2004-2005;VIRGINIA;03;8;0.034;0.04;0.03;0.031;3.904;3.955;0.008596713021491783;0.010113780025284451;0.007585335018963337;0.007838179519595449
2004-2005;Incremento FET;2005-01-19;000003-Resolución Nº 475-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Incremento FET;2005-01-19;000003-Resolución Nº 475-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Incremento FET;2005-01-19;000003-Resolución Nº 475-2005.pdf;Campana_2004-2005;VIRGINIA;TO;1;9800.0;;;9800.0;3.904;3.955;2477.8761061946902;;;2477.8761061946902
2004-2005;Incremento FET;2005-01-19;000004-Resolución Nº 703-2005.pdf;Campana_2004-2005;CRIOLLO CORRENTINO;06;4;0.041;;;0.041;3.904;3.955;0.010366624525916562;;;0.010366624525916562
2011-2012;Resolución / Anexo General;2005-01-19;000001-Resolución Nº 44-2012.pdf;Campana_2011-2012;CRIOLLO CORRENTINO;Y;2;6467.0;;;6467.0;3.904;3.955;1635.1453855878635;;;1635.1453855878635
2011-2012;Resolución / Anexo General;2005-01-19;000001-Resolución Nº 44-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;3.904;3.955;1635.1453855878635;;;1635.1453855878635
2004-2005;Incremento FET;2005-01-19;000004-Resolución Nº 703-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2011-2012;Resolución / Anexo General;2005-01-19;000001-Resolución Nº 44-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;3.904;3.955;1635.1453855878635;;;1635.1453855878635
2011-2012;Resolución / Anexo General;2005-01-19;000001-Resolución Nº 44-2012.pdf;Campana_2011-2012;CRIOLLO CORRENTINO;Y;2;6.467;;;6.467;3.904;3.955;1.6351453855878633;;;1.6351453855878633
2011-2012;Resolución / Anexo General;2005-01-19;000001-Resolución Nº 44-2012.pdf;Campana_2011-2012;CRIOLLO CORRENTINO;C;3;0.756;;;0.756;3.904;3.955;0.1911504424778761;;;0.1911504424778761
2011-2012;Resolución / Anexo General;2005-01-19;000001-Resolución Nº 44-2012.pdf;Campana_2011-2012;CRIOLLO CORRENTINO;C;2;0.88;;;0.88;3.904;3.955;0.2225031605562579;;;0.2225031605562579
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 34-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;3.904;3.955;1635.1453855878635;;;1635.1453855878635
2007-2008;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 182-2008.pdf;Campana_2007-2008;CRIOLLO CHAQUEÑO;CH;3;0.4;0.356;0.3;0.164;3.904;3.955;0.10113780025284451;0.0900126422250316;0.07585335018963336;0.04146649810366625
2004-2005;Incremento FET;2005-03-28;000003-Resolución Nº 487-2005.pdf;Campana_2004-2005;BURLEY;22;5;0.365;0.39;0.185;0.05;3.904;3.955;0.0922882427307206;0.0986093552465234;0.04677623261694058;0.012642225031605564
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 37-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;3.904;3.955;1635.1453855878635;;;1635.1453855878635
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 37-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;3.904;3.955;1635.1453855878635;;;1635.1453855878635
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 37-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;Q;1;9800.0;;;9800.0;3.904;3.955;2477.8761061946902;;;2477.8761061946902
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 34-2012.pdf;Campana_2011-2012;VIRGINIA;Y;2;6467.0;;;6467.0;3.904;3.955;1635.1453855878635;;;1635.1453855878635
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 37-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;Y;2;6467.0;;;6467.0;3.904;3.955;1635.1453855878635;;;1635.1453855878635
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 37-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;C;2;0.796;;;0.796;3.904;3.955;0.20126422250316056;;;0.20126422250316056
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 37-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;B;2;0.746;;;0.746;3.904;3.955;0.188621997471555;;;0.188621997471555
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 37-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;N;4;0.249;;;0.249;3.904;3.955;0.0629582806573957;;;0.0629582806573957
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 37-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;2;5;0.149;;;0.149;3.904;3.955;0.037673830594184575;;;0.037673830594184575
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 37-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;Y;2;6467.0;;;6467.0;3.904;3.955;1635.1453855878635;;;1635.1453855878635
2004-2005;Incremento FET;2005-03-28;000002-Resolución Nº 701-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 37-2012.pdf;Campana_2011-2012;CRIOLLO MISIONERO;T;1;0.597;;;0.597;3.904;3.955;0.15094816687737042;;;0.15094816687737042
2004-2005;Incremento FET;2005-03-28;000002-Resolución Nº 701-2005.pdf;Campana_2004-2005;VIRGINIA;X;2;0.1;0.095;0.09;0.107;3.904;3.955;0.025284450063211127;0.02402022756005057;0.022756005056890013;0.027054361567635903
2004-2005;Incremento FET;2005-03-28;000004-Resolución Nº 679-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Incremento FET;2005-03-28;000003-Resolución Nº 487-2005.pdf;Campana_2004-2005;BURLEY;39;5;0.165;0.285;0.35;0.205;3.904;3.955;0.04171934260429836;0.0720606826801517;0.08849557522123894;0.051833122629582805
2004-2005;Incremento FET;2005-03-28;000003-Resolución Nº 487-2005.pdf;Campana_2004-2005;BURLEY;43;5;0.46;0.365;0.43;0.325;3.904;3.955;0.11630847029077118;0.0922882427307206;0.10872313527180784;0.08217446270543616
2004-2005;Incremento FET;2005-03-28;000003-Resolución Nº 487-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Incremento FET;2005-03-28;000004-Resolución Nº 679-2005.pdf;Campana_2004-2005;BURLEY;09;6;0.075;0.089;0.07;0.08;3.904;3.955;0.01896333754740834;0.0225031605562579;0.017699115044247787;0.020227560050568902
2004-2005;Incremento FET;2005-03-28;000004-Resolución Nº 679-2005.pdf;Campana_2004-2005;BURLEY;08;7;0.092;0.073;0.086;0.065;3.904;3.955;0.023261694058154234;0.01845764854614412;0.021744627054361566;0.01643489254108723
2004-2005;Incremento FET;2005-03-28;000004-Resolución Nº 679-2005.pdf;Campana_2004-2005;BURLEY;07;9;0.033;0.057;0.07;0.041;3.904;3.955;0.008343868520859672;0.014412136536030342;0.017699115044247787;0.010366624525916562
2004-2005;Incremento FET;2005-03-28;000004-Resolución Nº 679-2005.pdf;Campana_2004-2005;BURLEY;04;5;0.073;0.078;0.037;0.01;3.904;3.955;0.01845764854614412;0.019721871049304677;0.009355246523388115;0.0025284450063211127
2004-2005;Incremento FET;2005-03-28;000002-Resolución Nº 701-2005.pdf;Campana_2004-2005;VIRGINIA;701;1;9800.0;;;9800.0;3.904;3.955;2477.8761061946902;;;2477.8761061946902
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 34-2012.pdf;Campana_2011-2012;CRIOLLO CHAQUEÑO;Y;2;6467.0;;;6467.0;3.904;3.955;1635.1453855878635;;;1635.1453855878635
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 34-2012.pdf;Campana_2011-2012;CRIOLLO CHAQUEÑO;Y;2;6467.0;;;6467.0;3.904;3.955;1635.1453855878635;;;1635.1453855878635
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 34-2012.pdf;Campana_2011-2012;CRIOLLO CHAQUEÑO;CH;3;0.663;;;0.663;3.904;3.955;0.16763590391908975;;;0.16763590391908975
2004-2005;Incremento FET;2005-03-28;000004-Resolución Nº 63-2005.pdf;Campana_2004-2005;VIRGINIA;24;6;0.267;0.144;;0.144;3.904;3.955;0.06750948166877371;0.03640960809102402;;0.03640960809102402
2004-2005;Incremento FET;2005-03-28;000004-Resolución Nº 63-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Incremento FET;2005-03-28;000002-Resolución Nº 701-2005.pdf;Campana_2004-2005;VIRGINIA;07;5;0.07;0.06;0.065;0.035;3.904;3.955;0.017699115044247787;0.015170670037926675;0.01643489254108723;0.008849557522123894
2011-2012;Resolución / Anexo General;2005-03-28;000001-Resolución Nº 34-2012.pdf;Campana_2011-2012;CRIOLLO CHAQUEÑO;CH;2;0.787;;;0.787;3.904;3.955;0.19898862199747155;;;0.19898862199747155
2004-2005;Resolución / Anexo General;2005-04-04;000001-Resolución Nº 272-2005.pdf;Campana_2004-2005;CRIOLLO CHAQUEÑO;75;41;0.65;0.579;0.488;0.267;3.904;3.955;0.16434892541087232;0.1463969658659924;0.12338811630847028;0.06750948166877371
2004-2005;Resolución / Anexo General;2005-04-04;000001-Resolución Nº 272-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Resolución / Anexo General;2005-04-04;000001-Resolución Nº 272-2005.pdf;Campana_2004-2005;VIRGINIA;2005;2;4291.0;;;4291.0;3.904;3.955;1084.9557522123894;;;1084.9557522123894
2004-2005;Incremento FET;2005-04-25;000003-Resolución Nº 702-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Incremento FET;2005-04-25;000002-Resolución Nº 476-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Incremento FET;2005-04-25;000003-Resolución Nº 702-2005.pdf;Campana_2004-2005;CRIOLLO MISIONERO;N;5;0.15;0.12;0.135;0.113;3.904;3.955;0.03792667509481668;0.03034134007585335;0.03413400758533502;0.02857142857142857
2004-2005;Incremento FET;2005-04-25;000002-Resolución Nº 476-2005.pdf;Campana_2004-2005;CRIOLLO MISIONERO;07;5;0.038;0.023;;0.023;3.904;3.955;0.009608091024020228;0.005815423514538559;;0.005815423514538559
2004-2005;Incremento FET;2005-04-25;000002-Resolución Nº 477-2005.pdf;Campana_2004-2005;CRIOLLO CHAQUEÑO;28;1;9800.0;;;9800.0;3.904;3.955;2477.8761061946902;;;2477.8761061946902
2004-2005;Incremento FET;2005-04-25;000002-Resolución Nº 477-2005.pdf;Campana_2004-2005;CRIOLLO CHAQUEÑO;08;9;0.075;0.041;;0.041;3.904;3.955;0.01896333754740834;0.010366624525916562;;0.010366624525916562
2004-2005;Incremento FET;2005-04-25;000002-Resolución Nº 477-2005.pdf;Campana_2004-2005;VIRGINIA;Y;2;5465.0;;;5465.0;3.904;3.955;1381.795195954488;;;1381.795195954488
2004-2005;Resolución / Anexo General;2005-04-27;000001-Resolución Nº 159-2005.pdf;Campana_2004-2005;VIRGINIA;1;1;1.17;1.112;1.053;1.252;3.904;3.955;0.29582806573957016;0.28116308470290774;0.26624525916561315;0.31656131479140326
2004-2005;Resolución / Anexo General;2005-04-27;000001-Resolución Nº 266-2005.pdf;Campana_2004-2005;CRIOLLO MISIONERO;32;5;0.163;0.098;;0.098;3.904;3.955;0.04121365360303413;0.024778761061946902;;0.024778761061946902
2004-2005;Resolución / Anexo General;2005-04-27;000001-Resolución Nº 159-2005.pdf;Campana_2004-2005;VIRGINIA;87;8;0.819;0.702;0.761;0.41;3.904;3.955;0.2070796460176991;0.1774968394437421;0.19241466498103665;0.10366624525916561
